City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,sao gabriel da cachoeira,-0.1303,-67.0892,23.89,100,75,1.54,BR,1718023709
277,turtas,58.9417,69.1325,14.28,96,100,2.17,RU,1718023748
278,luderitz,-26.6481,15.1594,22.92,39,40,6.89,NA,1718023688
279,egilsstadir,65.2653,-14.3948,7.95,66,75,3.09,IS,1718023692
280,diego martin,10.7005,-61.5342,23.97,76,100,4.41,TT,1718023748
281,pyapon,16.2833,95.6833,25.5,91,100,5.36,MM,1718023748
282,kununurra,-15.7667,128.7333,15.99,72,52,0.0,AU,1718023748
283,aden,12.7794,45.0367,32.73,64,100,3.12,YE,1718023580
284,fada,9.5667,8.3,28.84,58,76,3.27,NG,1718023748
285,honiara,-9.4333,159.95,26.46,84,92,3.06,SB,1718023748
286,nova vicosa,-17.8919,-39.3719,26.57,54,100,0.87,BR,1718023748
287,deniliquin,-35.5333,144.9667,10.59,78,68,3.13,AU,1718023748
288,thompson,55.7435,-97.8558,7.09,76,20,0.0,CA,1718023748
289,necochea,-38.5473,-58.7368,11.2,74,6,4.2,AR,1718023325
290,illizi,26.4833,8.4667,42.89,6,7,6.42,DZ,1718023749
291,balikpapan,-1.2675,116.8289,25.55,83,20,2.06,ID,1718023460
292,callao,-12.0667,-77.15,17.62,82,100,2.57,PE,1718023749
293,sikonge,-5.6333,32.7667,28.1,30,38,2.98,TZ,1718023749
294,gewane,10.1664,40.6453,41.13,13,87,3.23,ET,1718023749
295,paradip garh,20.3167,86.6167,30.59,73,0,8.51,IN,1718023714
296,mutuali,-14.8706,37.0044,23.52,39,98,3.03,MZ,1718023749
297,hammerfest,70.6634,23.6821,13.25,67,0,6.17,NO,1718023646
298,port saint john's,-31.6229,29.5448,22.31,43,5,2.83,ZA,1718023749
299,trinidad,-14.8333,-64.9,21.99,88,3,1.54,BO,1718023749
300,mejit,10.2753,170.8646,28.27,80,15,9.01,MH,1718023749
301,sabang,5.8933,95.3214,29.74,72,100,8.94,ID,1718023749
302,tarakan,3.3,117.6333,26.72,94,40,1.54,ID,1718023749
303,wankyi,7.7392,-2.1046,33.39,48,49,2.79,GH,1718023749
304,yeed,4.55,43.0333,32.96,32,100,9.08,SO,1718023749
305,buka,40.8108,69.1986,36.94,15,6,4.68,UZ,1718023639
306,titahari,26.6667,87.2833,33.96,48,1,4.53,NP,1718023750
307,campo gallo,-26.5833,-62.85,19.49,67,0,3.87,AR,1718023750
308,zuyevka,58.405,51.1335,21.55,47,97,3.47,RU,1718023750
309,cambria,35.5641,-121.0808,12.91,91,27,0.45,US,1718023750
310,tumayr,25.7039,45.868,43.61,6,13,3.0,SA,1718023750
311,port macquarie,-31.4333,152.9167,9.94,74,100,3.75,AU,1718023635
312,funafuti,-8.5243,179.1942,29.0,84,75,0.0,TV,1718023750
313,itoman,26.1247,127.6694,25.22,100,75,4.63,JP,1718023750
314,san jose,37.3394,-121.895,14.49,82,100,3.09,US,1718023228
315,happy valley-goose bay,53.3168,-60.3315,13.17,88,100,5.66,CA,1718023483
316,kabba,7.8287,6.0731,32.11,49,71,3.45,NG,1718023750
317,nong khai,17.9167,103.0833,28.92,88,100,2.52,TH,1718023750
318,kertih,4.5141,103.4483,26.01,83,40,0.0,MY,1718023750
319,east london,-33.0153,27.9116,23.52,49,0,2.06,ZA,1718023623
320,formosa do rio preto,-11.0483,-45.1931,27.92,46,87,3.42,BR,1718023750
321,bel ombre,-4.6167,55.4167,29.91,70,40,5.14,SC,1718023750
322,rottenburg an der laaber,48.7,12.0333,20.92,53,34,3.9,DE,1718023750
323,lata,40.1629,-8.3327,25.04,58,100,2.05,PT,1718023750
324,midvagur,62.0511,-7.1939,7.46,81,75,7.72,FO,1718023674
325,sydney,-33.8679,151.2073,12.06,83,0,3.6,AU,1718022951
326,chopda,21.25,75.3,35.36,39,89,6.56,IN,1718023750
327,altay,47.8667,88.1167,25.41,38,0,4.24,CN,1718023751
328,khorixas,-20.3667,14.9667,28.92,22,10,9.09,NA,1718023751
329,bozoum,6.3193,16.3799,24.54,69,100,3.14,CF,1718023751
330,laguna,38.421,-121.4238,16.46,85,0,2.57,US,1718023751
331,stephenville,32.2207,-98.2023,23.47,90,40,3.09,US,1718023456
332,walvis bay,-22.9575,14.5053,17.83,49,82,3.58,NA,1718023751
333,thames,-37.1333,175.5333,13.62,97,100,1.37,NZ,1718023751
334,tofol,5.3248,163.0078,29.23,73,6,7.12,FM,1718023618
335,tsetserleg,47.475,101.4542,15.29,48,34,1.53,MN,1718023751
336,tsengel,49.4783,100.8894,17.64,49,92,3.44,MN,1718023751
337,ciudad melchor muzquiz,27.8833,-101.5167,25.66,76,0,1.29,MX,1718023751
338,council bluffs,41.2619,-95.8608,19.06,68,0,2.06,US,1718023629
339,gaigeturi,33.4644,126.3183,22.03,73,0,1.54,KR,1718023751
340,kirakira,-10.4544,161.9205,26.54,81,45,3.77,SB,1718023751
341,yemva,62.59,50.8594,19.0,51,92,3.89,RU,1718023751
342,barbacoas,1.6715,-78.1398,24.85,93,100,1.82,CO,1718023751
343,whangarei,-35.7317,174.3239,12.58,99,100,1.26,NZ,1718023751
344,tolanaro,-25.0319,46.9987,19.04,88,75,6.17,MG,1718023649
345,saint-pierre,-21.3393,55.4781,24.82,69,40,11.32,RE,1718023751
346,katpur,21.05,71.7833,32.07,65,33,10.43,IN,1718023751
347,shenjiamen,29.9576,122.298,19.8,96,100,5.91,CN,1718023629
348,teutonia,-29.4481,-51.8064,24.32,74,16,1.18,BR,1718023367
349,hovd,48.0056,91.6419,26.34,25,39,1.25,MN,1718023752
350,laojunmiao,39.8333,97.7333,22.05,17,72,4.57,CN,1718023752
351,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,86,75,4.47,RU,1718023752
352,irymple,-34.25,142.1667,13.94,71,97,6.33,AU,1718023752
353,zhanibek,49.4167,46.85,29.47,36,99,4.23,KZ,1718023752
354,nuuk,64.1835,-51.7216,6.34,100,100,1.54,GL,1718023752
355,saipan,15.1355,145.701,29.39,79,40,5.66,MP,1718023752
356,chernyshevskiy,63.0128,112.4714,16.04,62,100,4.28,RU,1718023752
357,dawei,14.0833,98.2,25.94,91,100,6.7,MM,1718023752
358,san patricio,28.017,-97.5169,29.36,79,14,2.41,US,1718023752
359,raton,36.9034,-104.4391,12.34,94,100,3.09,US,1718023752
360,kaoma,-14.7833,24.8,26.04,21,3,3.91,ZM,1718023752
361,qarqaraly,49.4058,75.4742,26.46,36,0,7.85,KZ,1718023752
362,kitimat,54.0524,-128.6534,12.21,78,100,1.79,CA,1718023752
363,songling,31.1933,120.7176,21.5,86,53,4.27,CN,1718023752
364,posto fiscal rolim de moura,-13.0833,-62.2667,27.63,42,0,1.44,BR,1718023752
365,knyaze-volkonskoye,48.4642,135.4567,15.19,99,39,3.78,RU,1718023752
366,berbera,10.4396,45.0143,36.67,44,7,3.68,SO,1718023752
367,kingston,17.997,-76.7936,29.53,79,75,9.26,JM,1718023563
368,antofagasta,-23.65,-70.4,15.6,75,0,2.09,CL,1718023416
369,zarghun shahr,32.8473,68.4457,26.54,10,10,0.62,AF,1718023752
370,ghat,24.9647,10.1728,39.51,4,0,6.47,LY,1718023752
371,anaconda,46.1285,-112.9423,11.55,89,0,2.62,US,1718023462
372,mossel bay,-34.1831,22.146,25.96,55,0,2.99,ZA,1718023713
373,porto novo,6.4965,2.6036,30.9,66,94,5.15,BJ,1718023753
374,gisborne,-38.6533,178.0042,14.14,85,100,2.85,NZ,1718023753
375,kruisfontein,-34.0033,24.7314,21.58,40,0,4.06,ZA,1718023642
376,opuwo,-18.0607,13.84,29.31,17,5,4.9,NA,1718023753
377,kirtipur,27.6667,85.2833,28.96,54,20,3.6,NP,1718023753
378,cam ranh,11.9214,109.1591,28.98,79,20,0.51,VN,1718023753
379,dondo,-19.6094,34.7431,25.73,46,24,5.67,MZ,1718023753
380,quellon,-43.1167,-73.6167,9.95,94,100,9.78,CL,1718023620
381,prince rupert,54.3161,-130.3201,10.05,91,100,4.12,CA,1718023674
382,sakaiminato,35.55,133.2333,21.96,94,75,1.54,JP,1718023753
383,pontevico,45.2744,10.0925,28.1,67,0,4.19,IT,1718023753
384,jalai nur,49.45,117.7,19.12,61,100,1.76,CN,1718023753
385,barabai,-2.5833,115.3833,24.43,96,33,0.8,ID,1718023753
386,kutum,14.2,24.6667,35.55,18,98,6.21,SD,1718023753
387,tocopilla,-22.092,-70.1979,18.77,69,1,3.16,CL,1718023732
388,weining,26.85,104.2333,17.06,92,93,1.72,CN,1718023753
389,mount pearl,47.5166,-52.7813,15.64,86,100,5.66,CA,1718023472
390,lodwar,3.1191,35.5973,34.1,31,98,4.67,KE,1718023753
391,sault ste. marie,46.5168,-84.3333,10.16,64,0,5.66,CA,1718023526
392,maun,-19.9833,23.4167,24.31,21,2,4.44,BW,1718023754
393,island harbour,50.724,-1.2758,16.85,60,8,4.47,GB,1718023754
394,daru,-9.0763,143.2092,25.74,89,100,7.38,PG,1718023754
395,kerikeri,-35.2268,173.9474,11.62,92,100,1.68,NZ,1718023640
396,peruibe,-24.32,-46.9983,25.73,51,100,1.91,BR,1718023754
397,boende,-0.2167,20.8667,33.43,28,100,1.96,CD,1718023754
398,kerekegyhaza,46.9372,19.4781,24.97,39,11,7.11,HU,1718023754
399,vizinga,61.0749,50.1031,21.9,33,12,4.3,RU,1718023754
400,hasaki,35.7333,140.8333,19.22,79,100,2.48,JP,1718023663
401,johnstown,40.3267,-78.922,16.37,73,0,3.6,US,1718023514
402,mazamet,43.49,2.373,22.27,53,20,5.66,FR,1718023754
403,bairnsdale,-37.8333,147.6167,6.14,94,100,1.84,AU,1718023754
404,nadym,65.5333,72.5167,22.2,44,100,8.52,RU,1718023754
405,codrington,-38.2667,141.9667,14.37,67,100,12.0,AU,1718023754
406,cidade velha,14.9167,-23.6167,26.04,64,6,3.04,CV,1718023754
407,uchiza,-8.4592,-76.4633,21.95,90,47,0.55,PE,1718023754
408,bocana de paiwas,12.7857,-85.1227,26.1,85,81,0.99,NI,1718023754
409,tutoia,-2.7619,-42.2744,29.23,66,100,4.07,BR,1718023754
410,zykovo,55.9519,93.1461,16.41,90,97,1.89,RU,1718023754
411,sandnessjoen,66.0217,12.6316,12.06,82,75,3.09,NO,1718023755
412,kasongo,-4.45,26.6667,33.73,26,23,2.81,CD,1718023755
413,saint croix,17.7397,-64.7388,29.42,77,0,6.69,VI,1718023755
414,kasongo-lunda,-6.4667,16.8167,35.37,15,9,2.71,CD,1718023654
415,la'ie,21.6477,-157.9253,25.98,82,63,2.68,US,1718023755
416,port augusta,-32.5,137.7667,18.44,35,100,7.25,AU,1718023755
417,aitape,-3.1374,142.3475,26.44,89,99,1.98,PG,1718023755
418,weno,7.4515,151.8468,27.97,89,100,2.06,FM,1718023755
419,ust-tsilma,65.441,52.1498,9.78,65,88,2.24,RU,1718023755
420,pitimbu,-7.4706,-34.8086,28.33,68,78,7.92,BR,1718023755
421,gargalianoi,37.0667,21.6333,32.42,47,3,4.98,GR,1718023755
422,tazacorte,28.629,-17.9293,24.54,83,20,5.14,ES,1718023755
423,basco,20.4487,121.9702,29.43,77,11,4.17,PH,1718023755
424,kangding,30.0513,101.9603,15.57,98,100,2.79,CN,1718023755
425,ashkelon,31.6693,34.5715,29.94,65,0,5.09,IL,1718023756
426,salalah,17.0151,54.0924,32.05,79,40,7.2,OM,1718023756
427,kostyantynivka,48.5277,37.7069,32.18,26,52,2.9,UA,1718023756
428,kassala,15.451,36.4,36.98,29,9,6.64,SD,1718023756
429,cuito,-12.3833,16.9333,24.97,23,47,4.03,AO,1718023756
430,carbonear,47.7332,-53.2148,16.46,94,100,4.69,CA,1718023756
431,saguenay,48.4168,-71.0657,14.46,97,100,4.12,CA,1718023557
432,viedma,-40.8135,-62.9967,10.2,61,87,2.53,AR,1718023756
433,north side,19.35,-81.2,25.6,100,75,5.14,KY,1718023756
434,siwa oasis,29.2041,25.5195,37.8,11,0,4.98,EG,1718023756
435,suva,-18.1416,178.4415,20.71,94,20,1.54,FJ,1718023756
436,monjaras,13.2006,-87.3742,25.31,87,100,1.1,HN,1718023756
437,omoku,5.3435,6.6532,31.09,70,63,2.65,NG,1718023756
438,caconda,-13.7333,15.0667,27.66,17,0,2.73,AO,1718023756
439,ar rutbah,33.0381,40.2848,36.62,12,0,6.95,IQ,1718023756
440,pathein,16.7833,94.7333,26.3,88,100,5.11,MM,1718023756
441,karema,-6.8205,30.4389,26.02,50,7,5.49,TZ,1718023756
442,saudarkrokur,65.7461,-19.6394,6.84,72,74,2.64,IS,1718023756
443,kingscliff,-28.2667,153.5667,16.89,63,27,4.12,AU,1718023756
444,middelburg,-25.7751,29.4648,17.67,14,0,3.06,ZA,1718023756
445,avallon,47.4833,3.9,15.89,80,97,5.31,FR,1718023756
446,muroto-misakicho,33.2833,134.15,21.83,83,100,4.23,JP,1718023756
447,dubbo,-32.25,148.6167,5.07,93,25,2.06,AU,1718023757
448,helong,42.5397,128.9972,16.41,66,10,1.9,CN,1718023757
449,shiprock,36.7855,-108.687,22.19,27,100,0.89,US,1718023757
450,vilcun,-38.65,-72.2333,11.41,75,100,5.22,CL,1718023689
451,dongdai,26.2419,119.6169,25.95,99,100,1.8,CN,1718023757
452,coquimbo,-29.9533,-71.3436,12.85,87,0,2.06,CL,1718023715
453,city of balikpapan,-1.242,116.8942,25.97,83,20,2.06,ID,1718023757
454,banda aceh,5.5577,95.3222,28.37,76,100,6.05,ID,1718023757
455,pingliang,35.5392,106.6861,21.41,46,100,2.35,CN,1718023757
456,kyabe,9.4515,18.9449,26.5,65,100,2.44,TD,1718023757
457,howard springs,-12.497,131.047,20.95,89,100,1.82,AU,1718023757
458,ust'-barguzin,53.45,108.9833,9.2,97,85,0.76,RU,1718023757
459,changqing,36.5575,116.7272,33.19,25,100,4.99,CN,1718023757
460,cole harbour,44.6724,-63.4751,16.21,88,75,5.14,CA,1718023679
461,wilhelmsburg,48.1057,15.6054,17.03,99,100,2.46,AT,1718023757
462,icano,-28.9193,-65.3282,18.44,55,0,3.31,AR,1718023757
463,aykhal,66.0,111.5,20.39,39,100,0.63,RU,1718023757
464,zaozersk,69.4005,32.4476,8.84,83,62,7.95,RU,1718023757
465,greenfield,42.9614,-88.0126,13.11,68,20,4.63,US,1718023696
466,biltine,14.5333,20.9167,37.61,25,97,5.53,TD,1718023758
467,merizo village,13.2658,144.6691,28.85,92,100,4.05,GU,1718023758
468,nenjiang,49.1833,125.2167,13.86,93,70,1.28,CN,1718023691
469,dryden,49.7833,-92.7503,10.16,76,0,0.0,CA,1718023753
470,freetown,8.484,-13.2299,24.47,93,100,0.86,SL,1718023758
471,ponta delgada,37.7333,-25.6667,20.4,64,75,3.6,PT,1718023758
472,mazidagi,37.4775,40.4881,17.14,73,100,8.08,TR,1718023758
473,bucerias,20.75,-105.3333,25.55,94,75,1.54,MX,1718023669
474,lashio,22.9333,97.75,26.3,71,99,0.44,MM,1718023758
475,charters towers,-20.1,146.2667,13.84,47,0,2.96,AU,1718023758
476,imbituba,-28.24,-48.6703,24.04,59,5,1.47,BR,1718023758
477,la ronge,55.1001,-105.2842,8.14,76,40,2.57,CA,1718023758
478,wynyard,-41.0,145.7167,11.38,86,100,4.66,AU,1718023758
479,longboat key,27.4125,-82.659,31.11,83,40,0.89,US,1718023543
480,jayapura,-2.5333,140.7,25.66,90,88,2.71,ID,1718023750
481,al kharijah,25.4514,30.5464,39.77,9,0,6.15,EG,1718023682
482,savalou,7.9281,1.9756,35.38,41,44,3.74,BJ,1718023758
483,palapye,-22.546,27.1251,19.67,25,0,5.5,BW,1718023758
484,kismayo,-0.3582,42.5454,27.66,68,37,8.6,SO,1718023666
485,mao,39.8885,4.2658,23.31,68,40,3.6,ES,1718023758
486,sitka,57.0531,-135.33,9.94,81,100,2.06,US,1718023616
487,qorveh,35.1664,47.8045,28.67,14,51,13.03,IR,1718023759
488,borogontsy,62.6683,131.1683,12.18,52,7,2.0,RU,1718023673
489,port hueneme,34.1478,-119.1951,15.53,93,100,0.45,US,1718023579
490,sierra grande,-41.606,-65.3557,9.74,49,100,1.29,AR,1718023759
491,kete krachi,7.7939,-0.0498,30.5,65,26,4.76,GH,1718023759
492,peace river,56.2501,-117.286,7.59,100,75,2.06,CA,1718023628
493,faya-largeau,17.9257,19.1043,43.94,14,0,3.09,TD,1718023759
494,port alfred,-33.5906,26.891,20.66,71,0,0.89,ZA,1718023658
495,ola,59.5833,151.2833,7.86,91,51,0.47,RU,1718023627
496,labrador city,52.9463,-66.9114,20.66,59,40,5.81,CA,1718023759
497,staraya mayna,54.6,48.95,28.06,69,100,0.53,RU,1718023759
498,adjumani,3.3779,31.7909,28.57,59,64,0.53,UG,1718023759
499,salmon arm,50.6998,-119.3024,15.8,72,89,0.51,CA,1718023759
500,coos bay,43.3665,-124.2179,12.81,82,100,5.66,US,1718023580
501,phan rang-thap cham,11.5667,108.9833,28.29,74,79,3.89,VN,1718023759
502,lyantor,61.6195,72.1555,23.39,37,100,2.48,RU,1718023759
503,kourou,5.1552,-52.6478,30.03,68,33,2.31,GF,1718023575
504,griffith,41.5284,-87.4237,13.59,84,100,6.17,US,1718023759
505,gadzhiyevo,69.2551,33.3362,11.12,72,61,3.28,RU,1718023759
506,sorsk,54.0033,90.2467,14.85,72,64,1.38,RU,1718023760
507,port blair,11.6667,92.75,25.02,88,100,6.17,IN,1718023539
508,arawa,-6.2132,155.5367,25.64,91,30,1.01,PG,1718023760
509,taro,-8.3862,115.28,23.0,99,100,0.42,ID,1718023760
510,huanan,46.2167,130.5167,17.08,70,99,1.44,CN,1718023760
511,dakoutun,39.5833,117.2289,27.51,37,70,2.43,CN,1718023760
512,gizo,-8.103,156.8419,28.27,79,93,1.8,SB,1718023760
513,santana,-0.0583,-51.1817,25.1,94,100,3.6,BR,1718023760
514,forrest city,35.0081,-90.7898,19.46,77,94,3.32,US,1718023760
515,paragominas,-2.9667,-47.4833,27.11,90,88,2.1,BR,1718023760
516,tehuitzingo,16.9408,-99.1719,25.37,70,95,0.41,MX,1718023760
517,hotan,37.0997,79.9269,29.38,17,100,0.97,CN,1718023760
518,anapa,44.8908,37.3239,29.19,45,0,5.0,RU,1718023760
519,neftegorsk,52.802,51.166,24.1,45,8,3.05,RU,1718023760
520,baker city,44.7749,-117.8344,13.99,87,0,0.0,US,1718023506
521,vicuna,-30.0319,-70.7081,14.07,65,100,0.45,CL,1718023490
522,kupang,-10.1667,123.5833,27.32,78,40,3.6,ID,1718023760
523,yemetsk,63.4721,41.7941,14.37,87,100,2.77,RU,1718023760
524,broome,42.2506,-75.833,14.28,90,75,5.66,US,1718023760
525,lisakovsk,52.5369,62.4936,19.83,65,97,5.89,KZ,1718023760
526,kedainiai,55.2883,23.9747,18.26,80,100,4.39,LT,1718023760
527,lake monticello,37.9232,-78.3347,23.83,72,5,1.89,US,1718023761
528,taoudenni,22.6783,-3.9836,45.48,8,3,5.11,ML,1718023656
529,roxas city,11.5853,122.7511,27.3,77,100,1.28,PH,1718023761
530,mitchell,43.7094,-98.0298,15.09,76,0,3.13,US,1718023642
531,robertsport,6.7533,-11.3686,28.28,74,97,2.28,LR,1718023761
532,lamar,33.6668,-95.5836,23.32,90,40,4.12,US,1718023761
533,uvarovo,51.9849,42.2615,26.79,49,76,1.88,RU,1718023761
534,naliya,23.2667,68.8333,31.25,65,0,7.56,IN,1718023761
535,plast,54.3691,60.8136,22.62,57,74,2.49,RU,1718023733
536,labasa,-16.4167,179.3833,22.49,88,98,3.3,FJ,1718023761
537,kamaishi,39.2667,141.8833,15.05,90,0,3.09,JP,1718023761
538,urangan,-25.3,152.9,15.11,69,0,3.13,AU,1718023761
539,makokou,0.5738,12.8642,29.33,57,100,0.35,GA,1718023761
540,nova olimpia,-14.7972,-57.2881,28.2,40,0,2.03,BR,1718023761
541,esquel,-42.9,-71.3167,3.94,94,100,1.8,AR,1718023554
542,port hedland,-20.3167,118.5667,18.03,94,0,1.54,AU,1718023761
543,flekkefjord,58.2971,6.6607,15.53,51,88,6.16,NO,1718023761
544,ghadamis,30.1337,9.5007,44.29,7,11,4.52,LY,1718023761
545,mahdia,35.5047,11.0622,27.97,53,97,7.37,TN,1718023761
546,vilyuysk,63.7553,121.6247,20.0,49,54,1.79,RU,1718023761
547,porto velho,-8.7619,-63.9039,26.03,73,0,1.54,BR,1718023496
548,kvissleby,62.2936,17.375,8.91,86,100,2.75,SE,1718023762
549,shahritus,37.2637,68.1385,38.21,11,0,1.03,TJ,1718023762
550,tual,-5.6667,132.75,26.75,85,31,8.81,ID,1718023762
551,taichung,24.1469,120.6839,29.5,75,75,3.09,TW,1718023755
552,lihue,21.9789,-159.3672,23.77,74,20,5.66,US,1718023641
553,sydney mines,46.2367,-60.2177,15.62,96,100,4.12,CA,1718023762
554,harstad,68.799,16.5293,17.66,64,93,4.02,NO,1718023762
555,lorengau,-2.0226,147.2712,28.38,78,41,3.14,PG,1718023762
